,Account Name,Provider Client,Subject,Bill Amt,Purch Amt,ROI_Categoria
2441,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2447,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,50.0,Pérdida
2448,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,50.0,Baja rentabilidad
2449,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2453,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,50.0,Rentabilidad media
2461,Lloyd Baker Injury Attorneys,Parkway Surgery Center,Pain Management,54884.0,18111.72,Baja rentabilidad
2462,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,50.0,Rentabilidad media
2468,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2469,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,392.0,ROI extremo/anómalo
2471,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,300.0,84.0,ROI extremo/anómalo
2472,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,420.0,ROI extremo/anómalo
2479,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
2487,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
2488,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
2490,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
2503,Lloyd Baker Injury Attorneys,Lloyd Baker Injury Attorneys,Imaging,150.0,42.0,Baja rentabilidad
2506,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Alta rentabilidad
2525,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
2530,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2535,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
2539,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2543,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Baja rentabilidad
2550,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
2551,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1250.0,315.0,Alta rentabilidad
2562,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2564,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2569,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
2571,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Baja rentabilidad
2579,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2584,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2596,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,ROI extremo/anómalo
2597,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2610,Lloyd Baker Injury Attorneys,Simpson Chiropractic,Chiropractic,3730.0,1193.6,Pérdida
2614,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2623,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2632,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
2635,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2636,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2638,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2640,Lloyd Baker Injury Attorneys,Ascension Medical Center,Evaluation,1200.0,360.0,Alta rentabilidad
2641,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2644,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2645,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2647,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2652,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2654,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2657,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2661,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2665,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,ROI extremo/anómalo
2667,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,ROI extremo/anómalo
2670,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,ROI extremo/anómalo
2673,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2676,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Pérdida
2684,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,2120.0,594.0,Alta rentabilidad
2685,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,560.0,Alta rentabilidad
2686,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,2150.0,420.0,Alta rentabilidad
2689,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Pérdida
2690,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2692,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2693,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2695,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2696,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,2010.0,563.0,Pérdida
2697,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1100.0,308.0,Pérdida
2698,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,ROI extremo/anómalo
2703,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2705,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1500.0,420.0,ROI extremo/anómalo
2706,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,300.0,84.0,ROI extremo/anómalo
2708,Lloyd Baker Injury Attorneys,Lloyd Baker Injury Attorneys,Imaging,1795.0,503.0,Baja rentabilidad
2709,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2713,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2715,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2721,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2722,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,ROI extremo/anómalo
2730,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2749,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2753,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2754,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2755,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2758,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2762,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2769,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2770,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2771,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2775,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2776,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2781,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2782,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2787,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2788,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2795,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2799,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2800,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2802,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2804,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2809,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2813,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2821,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Pérdida
2829,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2831,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2839,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2840,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2852,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2857,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2859,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2863,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2872,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2875,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2878,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2881,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Rentabilidad media
2882,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2893,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2895,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2899,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2903,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2910,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2923,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2924,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1950.0,594.0,Rentabilidad media
2925,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2927,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2934,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2940,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2941,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2944,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2946,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2948,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
2949,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
2951,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2953,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1100.0,308.0,Rentabilidad media
2954,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,2010.0,563.0,Rentabilidad media
2955,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2960,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2961,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2969,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2971,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2973,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2975,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2976,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2982,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,2010.0,563.0,Baja rentabilidad
2983,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1100.0,308.0,Baja rentabilidad
2985,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2988,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3005,Lloyd Baker Injury Attorneys,LVC Surgery Center,Surgery,13192.0,4353.36,Baja rentabilidad
3007,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3012,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Baja rentabilidad
3017,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Baja rentabilidad
3022,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3026,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3027,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,ROI extremo/anómalo
3028,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3029,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3045,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3046,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3049,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3054,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,2000.0,560.0,Baja rentabilidad
3056,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,400.0,112.0,Baja rentabilidad
3057,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3058,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3059,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3062,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3065,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
3077,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3086,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Rentabilidad media
3087,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3089,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3092,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Baja rentabilidad
3094,Lloyd Baker Injury Attorneys,LVC Surgery Center,Surgery,21556.0,7113.48,Baja rentabilidad
3100,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3102,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
3103,Lloyd Baker Injury Attorneys,Jackson Physical Therapy,Physical Therapy,7067.0,2473.45,Baja rentabilidad
3104,Lloyd Baker Injury Attorneys,OpenSided MRI of Las Vegas,Imaging,3590.0,950.0,Rentabilidad media
3110,Lloyd Baker Injury Attorneys,OpenSided MRI of Las Vegas,Imaging,1795.0,475.0,Baja rentabilidad
3113,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3115,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3117,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
3128,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
3133,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
3141,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3143,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3144,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3157,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
3161,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3180,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3189,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
3192,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3203,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3205,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
3214,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
3215,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
3219,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Rentabilidad media
3224,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3235,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3237,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3245,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
3252,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3253,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,2000.0,560.0,Rentabilidad media
3255,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3257,M&Y Personal Injury Lawyers,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
3259,M&Y Personal Injury Lawyers,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3260,Maier Gutierrez & Associates,Simpson Chiropractic,Chiropractic,8525.0,2557.5,Rentabilidad media
3261,Maier Gutierrez & Associates,Simpson Chiropractic,Chiropractic,6885.0,2065.5,Baja rentabilidad
3262,Maier Gutierrez & Associates,Simpson Chiropractic,Chiropractic,8520.0,2556.0,Rentabilidad media
3263,Maier Gutierrez & Associates,Simpson Chiropractic,Chiropractic,740.0,222.0,Baja rentabilidad
3264,Marzola & Ruiz Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3265,Marzola & Ruiz Law Group,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
3267,Menocal Law Group,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3270,Menocal Law Group,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3272,Mullins & Trenchak Law,LVR,Imaging,150.0,45.0,Rentabilidad media
3274,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3275,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3277,Mullins & Trenchak Law,Pueblo Medical Imaging,Lien,1650.0,462.0,Alta rentabilidad
3278,Mullins & Trenchak Law,Pueblo Medical Imaging,Lien,1650.0,462.0,Baja rentabilidad
3280,Mullins & Trenchak Law,Pueblo Medical Imaging,Lien,150.0,42.0,Baja rentabilidad
3283,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
3286,Mullins & Trenchak Law,LVR,Imaging,1650.0,495.0,Rentabilidad media
3287,Mullins & Trenchak Law,LVR,Imaging,1650.0,495.0,Rentabilidad media
3288,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3290,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3291,Mullins & Trenchak Law,Pueblo Medical Imaging,Lien,1650.0,462.0,Alta rentabilidad
3292,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3299,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
3313,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Pérdida
3318,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3320,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1125.0,315.0,Alta rentabilidad
3321,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3327,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3333,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3334,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3339,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3344,Mullins & Trenchak Law,LVR,Imaging,150.0,45.0,Rentabilidad media
3346,Mullins & Trenchak Law,LVR,Imaging,250.0,75.0,Rentabilidad media
3365,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Pérdida
3368,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
3369,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
3371,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Pérdida
3373,Mullins & Trenchak Law,LVR,Imaging,1650.0,495.0,Rentabilidad media
3376,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1000.0,280.0,Alta rentabilidad
3378,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1800.0,462.0,Alta rentabilidad
3380,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3385,Mullins & Trenchak Law,Neurology Institute of Nevada,Neurology,11132.0,3116.96,Alta rentabilidad
3386,Mullins & Trenchak Law,Pueblo Medical Imaging,Neurology,10050.0,2814.0,Alta rentabilidad
3387,Mullins & Trenchak Law,Pueblo Medical Imaging,Neurology,9550.0,2674.0,Rentabilidad media
3391,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3393,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3411,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Pérdida
3419,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
3444,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
3445,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3452,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3463,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3464,Mullins & Trenchak Law,Neurology Institute of Nevada,Neurology,8500.0,2720.0,Baja rentabilidad
3473,Mullins & Trenchak Law,Bradley Wallis MD,Orthopedics,1350.0,405.0,Rentabilidad media
3475,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
